2;12245.40;在;2
5;7049.64;一;1
6;5990.93;是;7
7;4719.80;年;3
9;3747.68;中;2
11;3641.35;对;2
14;3193.45;日;2
15;3044.10;等;2
16;2952.30;说;2
17;2949.30;有;12
20;2685.54;发展;5
21;2682.73;记者;1
25;2483.89;以;1
26;2381.47;月;2
27;2359.17;两;1
29;2120.47;经济;1
30;2068.88;到;1
31;2030.23;企业;1
32;1969.17;国家;2
33;1963.11;人;2
35;1843.10;进行;6
36;1820.59;名;1
38;1807.66;工作;10
40;1711.07;元;2
42;1657.06;要;3
46;1549.41;地;1
47;1507.21;后;1
48;1498.88;问题;5
49;1477.80;就;1
52;1365.47;都;1
53;1360.47;据;2
56;1329.15;地区;3
60;1248.84;比赛;7
62;1236.32;市场;1
63;1230.68;世界;3
65;1228.10;向;1
67;1210.07;百;1
71;1190.95;技术;1
73;1182.01;目前;2
78;1099.01;三;2
79;1091.62;举行;1
80;1084.38;来;1
82;1034.34;合作;3
83;1025.09;种;1
84;1024.13;组织;12
86;1018.01;国;1
90;948.01;会议;3
93;921.15;社会;1
94;916.19;有关;3
95;914.63;生产;7
96;910.84;表示;5
97;906.30;关系;8
98;896.09;参加;8
99;893.52;项目;1
101;884.72;活动;4
102;881.78;改革;4
104;874.52;第一;2
106;862.95;前;1
109;830.73;管理;12
110;826.13;美元;1
111;825.89;家;2
112;825.26;通过;7
113;823.56;比;1
114;823.20;部门;2
115;818.95;投资;2
119;777.49;高;1
121;771.47;加强;5
122;768.98;重要;1
123;763.55;方面;2
124;758.84;人员;1
125;757.12;提高;9
126;755.01;增长;2
127;740.31;政府;1
128;739.88;认为;1
129;726.96;产品;2
131;722.78;至;2
132;721.46;工程;1
134;713.96;开发;2
139;694.29;没有;2
140;690.93;开始;22
143;686.36;一些;3
144;681.38;研究;2
147;676.73;建立;3
151;669.78;成为;3
152;652.85;要求;11
154;640.20;分;9
158;632.81;米;2
159;631.53;农民;2
161;623.53;增加;20
163;620.11;实现;6
165;612.82;农业;1
166;610.30;总统;1
167;603.55;会;1
169;602.17;解决;7
170;600.06;很;1
171;598.79;服务;4
173;593.48;代表;8
174;589.95;情况;9
175;588.33;主席;2
176;587.97;领导;4
180;577.43;提供;15
181;574.08;取得;9
182;571.51;计划;4
185;564.51;能;2
186;563.42;里;1
187;562.74;水平;1
188;558.53;选手;1
189;558.29;获得;18
190;557.06;教育;5
192;551.71;用;2
194;546.94;天;1
195;538.08;决定;6
197;533.82;给;6
199;527.55;和平;2
200;527.55;提出;8
201;527.30;介绍;4
204;518.05;首;1
205;517.70;第二;1
207;510.98;单位;4
209;505.89;城市;2
212;504.91;文化;1
214;502.34;继续;9
216;494.58;场;3
218;489.44;环境;5
219;488.87;指出;1
220;488.52;条;1
221;487.90;报道;1
223;484.05;希望;5
225;481.73;达到;12
226;477.50;实施;3
227;477.39;开展;2
228;476.18;支持;17
230;469.94;访问;7
231;468.76;作为;1
232;468.66;占;2
233;468.00;重点;1
236;463.93;规定;4
238;458.60;分别;2
239;458.00;资金;2
241;452.89;措施;1
242;450.55;万;1
243;450.13;批;1
244;449.69;发生;10
246;446.99;努力;9
248;443.12;农村;2
249;440.96;工业;1
250;440.57;采取;3
251;438.68;四;2
256;430.76;促进;10
257;430.41;专家;3
259;429.03;生活;4
260;426.06;时间;3
